0.010865	0.0047755	0.0047755	0.0047755	0.0047755	0.0047755	0.0047755	0.0047755	0.0047755	0.0047755	0.004775501025
0.010848833	0.0047755	0.0047755	0.0047755	0.0047755	0.0047755	0.0047755	0.0047755	0.0047755	0.0047755	0.004744536321
0.010832666	0.0047755	0.0047755	0.0047755	0.0047755	0.0047755	0.0047755	0.0047755	0.0047755	0.0047755	0.004713769183
0.010816498	0.0046796	0.0046796	0.0046796	0.0046796	0.0046796	0.0046796	0.0046796	0.0046796	0.0046796	0.004683197433
0.010800332	0.0046493	0.0046493	0.0046493	0.0046493	0.0046493	0.0046493	0.0046493	0.0046493	0.0046493	0.004652826525
0.010784164	0.0046192	0.0046192	0.0046192	0.0046192	0.0046192	0.0046192	0.0046192	0.0046192	0.0046192	0.004622648797
0.010767997	0.0045893	0.0045893	0.0045893	0.0045893	0.0045893	0.0045893	0.0045893	0.0045893	0.0045893	0.004592668705
0.01075183	0.0045595	0.0045595	0.0045595	0.0045595	0.0045595	0.0045595	0.0045595	0.0045595	0.0045595	0.004562886911
0.010735663	0.00453	0.00453	0.00453	0.00453	0.00453	0.00453	0.00453	0.00453	0.00453	0.004533304178
0.010719496	0.0045006	0.0045006	0.0045006	0.0045006	0.0045006	0.0045006	0.0045006	0.0045006	0.0045006	0.00450391607
0.010703329	0.0044715	0.0044715	0.0044715	0.0044715	0.0044715	0.0044715	0.0044715	0.0044715	0.0044715	0.004474728109
0.010687161	0.0044425	0.0044425	0.0044425	0.0044425	0.0044425	0.0044425	0.0044425	0.0044425	0.0044425	0.004445733005
0.010670995	0.0044138	0.0044138	0.0044138	0.0044138	0.0044138	0.0044138	0.0044138	0.0044138	0.0044138	0.004416939585
0.010654827	0.0043852	0.0043852	0.0043852	0.0043852	0.0043852	0.0043852	0.0043852	0.0043852	0.0043852	0.00438834059
0.010638661	0.0043569	0.0043569	0.0043569	0.0043569	0.0043569	0.0043569	0.0043569	0.0043569	0.0043569	0.004359942081
0.010622493	0.0043287	0.0043287	0.0043287	0.0043287	0.0043287	0.0043287	0.0043287	0.0043287	0.0043287	0.00433173716
0.010606326	0.0043008	0.0043008	0.0043008	0.0043008	0.0043008	0.0043008	0.0043008	0.0043008	0.0043008	0.004303731155
0.010590159	0.004273	0.004273	0.004273	0.004273	0.004273	0.004273	0.004273	0.004273	0.004273	0.004275922352
0.010573992	0.0042454	0.0042454	0.0042454	0.0042454	0.0042454	0.0042454	0.0042454	0.0042454	0.0042454	0.004248310771
0.010557825	0.004218	0.004218	0.004218	0.004218	0.004218	0.004218	0.004218	0.004218	0.004218	0.004220896421
0.010541657	0.0041909	0.0041909	0.0041909	0.0041909	0.0041909	0.0041909	0.0041909	0.0041909	0.0041909	0.004193677635
0.01052549	0.0041639	0.0041639	0.0041639	0.0041639	0.0041639	0.0041639	0.0041639	0.0041639	0.0041639	0.004166657813
0.010509323	0.0041371	0.0041371	0.0041371	0.0041371	0.0041371	0.0041371	0.0041371	0.0041371	0.0041371	0.004139835245
0.010493156	0.0041105	0.0041105	0.0041105	0.0041105	0.0041105	0.0041105	0.0041105	0.0041105	0.0041105	0.004113209931
0.010476989	0.0040841	0.0040841	0.0040841	0.0040841	0.0040841	0.0040841	0.0040841	0.0040841	0.0040841	0.004086781873
0.010460822	0.0040579	0.0040579	0.0040579	0.0040579	0.0040579	0.0040579	0.0040579	0.0040579	0.0040579	0.00406055107
0.010444654	0.0040319	0.0040319	0.0040319	0.0040319	0.0040319	0.0040319	0.0040319	0.0040319	0.0040319	0.00403451592
0.010428488	0.0040061	0.0040061	0.0040061	0.0040061	0.0040061	0.0040061	0.0040061	0.0040061	0.0040061	0.004008681235
0.01041232	0.0039805	0.0039805	0.0039805	0.0039805	0.0039805	0.0039805	0.0039805	0.0039805	0.0039805	0.003983040623
0.010396154	0.0039551	0.0039551	0.0039551	0.0039551	0.0039551	0.0039551	0.0039551	0.0039551	0.0039551	0.003957600427
0.010379986	0.0039299	0.0039299	0.0039299	0.0039299	0.0039299	0.0039299	0.0039299	0.0039299	0.0039299	0.003932354353
0.010363819	0.0039049	0.0039049	0.0039049	0.0039049	0.0039049	0.0039049	0.0039049	0.0039049	0.0039049	0.003907307103
0.010347652	0.0038801	0.0038801	0.0038801	0.0038801	0.0038801	0.0038801	0.0038801	0.0038801	0.0038801	0.003882457111
0.010331485	0.0038555	0.0038555	0.0038555	0.0038555	0.0038555	0.0038555	0.0038555	0.0038555	0.0038555	0.003857804375
0.010315318	0.0038311	0.0038311	0.0038311	0.0038311	0.0038311	0.0038311	0.0038311	0.0038311	0.0038311	0.003833348897
0.010299151	0.0038069	0.0038069	0.0038069	0.0038069	0.0038069	0.0038069	0.0038069	0.0038069	0.0038069	0.003809090675
0.010282983	0.0037828	0.0037828	0.0037828	0.0037828	0.0037828	0.0037828	0.0037828	0.0037828	0.0037828	0.003785028229
0.010266817	0.003759	0.003759	0.003759	0.003759	0.003759	0.003759	0.003759	0.003759	0.003759	0.00376116601
